contamination,query_genus,target_genus,query_seq,I# query,target_seq,I# target,%similarity,length of match (bp),mismatch,gapopen, qstart ,qend ,qlength,tstart ,tend ,tlength,evalue,note
,Aeschylia,Brachyscelidiphaga,L206_MERG00310_0101_SUPERCONTIG,I26443,L206_MERG00314_0101_SUPERCONTIG,I27454,100.00,685,0,0,63,747,747,1,685,754,0.0,99.315
,Brachyscelidiphaga,Aeschylia,L206_MERG00314_0101_SUPERCONTIG,I27454,L206_MERG00310_0101_SUPERCONTIG,I26443,100.00,685,0,0,1,685,754,63,747,747,0.0,99.315
,Zealoromma,Hemiptarsenus,L206_MERG00417_0101_SUPERCONTIG,I27404,L206_MERG00125_0101_SUPERCONTIG,I27428,100.00,291,0,0,1,291,291,130,420,731,4.00E-155,99.709
,Diaspiniphagus,New Genus,L207_MERG00035_0101_SUPERCONTIG,I29026,L207_MERG00046_0101_SUPERCONTIG,I29022,97.37,114,3,0,1,114,494,52,165,601,2.00E-51,99.886
,Tetramesa,Aiolomorphus,L207_MERG00169_0101_SUPERCONTIG,I21916,L207_MERG00161_0101_SUPERCONTIG,I21923,97.48,238,5,1,30,267,268,252,488,680,4.00E-115,99.762
,Omphalodipara,Zeala,L207_MERG00268_0101_SUPERCONTIG,I28973,L207_MERG00269_0101_SUPERCONTIG,I27457,95.51,801,34,2,125,923,1022,1,801,801,0.0,99.199
,Zeala,Omphalodipara,L207_MERG00269_0101_SUPERCONTIG,I27457,L207_MERG00268_0101_SUPERCONTIG,I28973,95.51,801,34,2,1,801,801,125,923,1022,0.0,99.199
,Aeschylia,Brachyscelidiphaga,L207_MERG00310_0101_SUPERCONTIG,I26443,L207_MERG00314_0101_SUPERCONTIG,I27454,99.43,706,4,0,212,917,1032,1,706,706,0.0,99.294
,Brachyscelidiphaga,Aeschylia,L207_MERG00314_0101_SUPERCONTIG,I27454,L207_MERG00310_0101_SUPERCONTIG,I26443,99.43,706,4,0,1,706,706,212,917,1032,0.0,99.294
,Zeala,Omphalodipara,L208_MERG00269_0101_SUPERCONTIG,I27457,L208_MERG00268_0101_SUPERCONTIG,I28973,95.37,756,31,2,2,757,757,118,869,1125,0.0,99.244
,Aeschylia,Brachyscelidiphaga,L208_MERG00310_0101_SUPERCONTIG,I26443,L208_MERG00314_0101_SUPERCONTIG,I27454,99.52,626,3,0,133,758,889,1,626,626,0.0,99.374
,Brachyscelidiphaga,Aeschylia,L208_MERG00314_0101_SUPERCONTIG,I27454,L208_MERG00310_0101_SUPERCONTIG,I26443,99.52,626,3,0,1,626,626,133,758,889,0.0,99.374
,Paraeusandalum,Tineobius,L209_MERG00143_0101_SUPERCONTIG,I24007,L209_MERG00150_0101_SUPERCONTIG,I24008,100.00,506,0,0,160,665,737,1,506,506,0.0,99.494
,Tineobius,Paraeusandalum,L209_MERG00150_0101_SUPERCONTIG,I24008,L209_MERG00143_0101_SUPERCONTIG,I24007,100.00,506,0,0,1,506,506,160,665,737,0.0,99.494
,Exopristoides,Palmon,L209_MERG00371_0101_SUPERCONTIG,I26437,L209_MERG00381_0101_SUPERCONTIG,I26389,100.00,280,0,0,687,966,1212,1,280,280,2.00E-148,99.72
,Palmon,Exopristoides,L209_MERG00381_0101_SUPERCONTIG,I26389,L209_MERG00371_0101_SUPERCONTIG,I26437,100.00,280,0,0,1,280,280,687,966,1212,5.00E-149,99.72
,Pleistodontes,Blastophaga,L20_MERG00003_0101_SUPERCONTIG,I23965,L20_MERG00005_0101_SUPERCONTIG,I23966,95.71,583,25,0,279,861,1003,323,905,1072,0.0,99.417
,Blastophaga,Pleistodontes,L20_MERG00005_0101_SUPERCONTIG,I23966,L20_MERG00003_0101_SUPERCONTIG,I23965,95.71,583,25,0,323,905,1072,279,861,1003,0.0,99.417
,Eutrichosomella,Samariola,L20_MERG00018_0101_SUPERCONTIG,I21646,L20_MERG00022_0101_SUPERCONTIG,I27455,95.86,580,24,0,504,1083,1108,326,905,1085,0.0,99.42
,Colocharis,Kapala,L20_MERG00097_0101_SUPERCONTIG,I12647,L20_MERG00099_0101_SUPERCONTIG,I12623,97.06,170,5,0,74,243,1257,185,354,1569,1.00E-78,99.83
,Kapala,Colocharis,L20_MERG00099_0101_SUPERCONTIG,I12623,L20_MERG00097_0101_SUPERCONTIG,I12647,97.06,170,5,0,185,354,1569,74,243,1257,2.00E-78,99.83
,Trisecodes,Plutothrix,L20_MERG00130_0101_SUPERCONTIG,I28963,L20_MERG00341_0101_SUPERCONTIG,I21925,95.06,162,8,0,111,272,272,427,588,1308,7.00E-70,99.838
,Arescon,Idarnotorymus,L20_MERG00191_0101_SUPERCONTIG,I29018,L20_MERG00376_0101_SUPERCONTIG,I28994,98.63,511,7,0,247,757,757,373,883,1266,0.0,99.489
,Grooca,Solenura,L20_MERG00247_0101_SUPERCONTIG,I29048,L20_MERG00255_0101_SUPERCONTIG,I27397,96.11,617,22,2,215,831,846,208,822,874,0.0,99.383
,Solenura,Grooca,L20_MERG00255_0101_SUPERCONTIG,I27397,L20_MERG00247_0101_SUPERCONTIG,I29048,96.11,617,22,2,208,822,874,215,831,846,0.0,99.383
,Aeschylia,Brachyscelidiphaga,L20_MERG00310_0101_SUPERCONTIG,I26443,L20_MERG00314_0101_SUPERCONTIG,I27454,98.31,1007,11,2,112,1118,1248,1,1001,1001,0.0,98.993
,Brachyscelidiphaga,Aeschylia,L20_MERG00314_0101_SUPERCONTIG,I27454,L20_MERG00310_0101_SUPERCONTIG,I26443,98.31,1007,11,2,1,1001,1001,112,1118,1248,0.0,98.993
,Protanaostigma,Tanaostigmodes,L20_MERG00361_0101_SUPERCONTIG,I23220,L20_MERG00363_0101_SUPERCONTIG,I23223,95.24,84,4,0,1004,1087,1208,1135,1218,1218,2.00E-32,99.916
,Tanaostigma,Tanaostigmodes,L20_MERG00362_0101_SUPERCONTIG,I8171,L20_MERG00363_0101_SUPERCONTIG,I23223,98.77,1218,6,1,65,1273,1311,1,1218,1218,0.0,98.782
,Tanaostigmodes,Tanaostigma,L20_MERG00363_0101_SUPERCONTIG,I23223,L20_MERG00362_0101_SUPERCONTIG,I8171,98.77,1218,6,1,1,1218,1218,65,1273,1311,0.0,98.782
,Echthrodape,Idarnotorymus,L20_MERG00374_0101_SUPERCONTIG,I26429,L20_MERG00376_0101_SUPERCONTIG,I28994,96.49,57,2,0,50,106,1098,127,183,1266,7.00E-21,99.943
,Dirphys,Adontomerus,L211_MERG00037_0101_SUPERCONTIG,I29031,L211_MERG00375_0101_SUPERCONTIG,I29034,95.48,354,15,1,1,354,354,209,561,778,1.00E-162,99.646
,Haltichella,Neochalcis,L211_MERG00068_0101_SUPERCONTIG,I23218,L211_MERG00072_0101_SUPERCONTIG,I23981,97.40,77,2,0,402,478,964,880,804,880,4.00E-32,99.923
,Lasiochalcidia,Metaphycus,L211_MERG00071_0101_SUPERCONTIG,I23980,L211_MERG00082_0101_SUPERCONTIG,I23985,96.53,547,17,1,212,758,858,1,545,545,0.0,99.453
,Neochalcis,Haltichella,L211_MERG00072_0101_SUPERCONTIG,I23981,L211_MERG00068_0101_SUPERCONTIG,I23218,97.40,77,2,0,804,880,880,478,402,964,3.00E-32,99.923
,Metaphycus,Lasiochalcidia,L211_MERG00082_0101_SUPERCONTIG,I23985,L211_MERG00071_0101_SUPERCONTIG,I23980,96.53,547,17,1,1,545,545,212,758,858,0.0,99.453
,Eurytoma,Masneroma,L211_MERG00165_0101_SUPERCONTIG,I8160,L211_MERG00166_0101_SUPERCONTIG,I24015,96.08,613,18,2,1,609,609,194,804,847,0.0,99.387
,Cerocephala,Neocalosoter,L211_MERG00236_0101_SUPERCONTIG,I27442,L211_MERG00237_0101_SUPERCONTIG,I26458,96.59,88,3,0,12,99,897,261,348,1124,1.00E-36,99.912
,Neocalosoter,Cerocephala,L211_MERG00237_0101_SUPERCONTIG,I26458,L211_MERG00236_0101_SUPERCONTIG,I27442,96.59,88,3,0,261,348,1124,12,99,897,2.00E-36,99.912
,Omphalodipara,Zeala,L211_MERG00268_0101_SUPERCONTIG,I28973,L211_MERG00269_0101_SUPERCONTIG,I27457,95.71,652,20,4,42,688,958,147,795,809,0.0,99.348
,Zeala,Omphalodipara,L211_MERG00269_0101_SUPERCONTIG,I27457,L211_MERG00268_0101_SUPERCONTIG,I28973,95.71,652,20,4,147,795,809,42,688,958,0.0,99.348
,Ditropinotella,Bruchodape,L211_MERG00275_0101_SUPERCONTIG,I21947,L211_MERG00163_0101_SUPERCONTIG,I21915,100.00,372,0,0,1,372,372,163,534,793,0.0,99.628
,Afroneodipara,Spalangiopelta,L211_MERG00307_0101_SUPERCONTIG,I27401,L211_MERG00235_0101_SUPERCONTIG,I27406,100.00,307,0,0,1,307,307,234,540,850,7.00E-164,99.693
,Aeschylia,Brachyscelidiphaga,L211_MERG00310_0101_SUPERCONTIG,I26443,L211_MERG00314_0101_SUPERCONTIG,I27454,99.87,783,1,0,1,783,902,19,801,801,0.0,99.217
,Brachyscelidiphaga,Aeschylia,L211_MERG00314_0101_SUPERCONTIG,I27454,L211_MERG00310_0101_SUPERCONTIG,I26443,99.87,783,1,0,19,801,801,1,783,902,0.0,99.217
,Systasis,Neomegastigmus,L211_MERG00322_0101_SUPERCONTIG,I26459,L211_MERG00186_0101_SUPERCONTIG,I26464,100.00,325,0,0,1,325,325,496,820,1033,8.00E-174,99.675
,Archaeoteleia,nr Bofuria,L211_MERG00419_0101_SUPERCONTIG,I24043,L211_MERG00264_0101_SUPERCONTIG,I24041,100.00,447,0,0,1,447,447,17,463,857,0.0,99.553
,Marlattiella,Macromesus,L212_MERG00021_0101_SUPERCONTIG,I27419,L212_MERG00303_0101_SUPERCONTIG,I27403,100.00,369,0,0,1,369,369,188,556,826,0.0,99.631
,Hemiptarsenus,Peckianus,L212_MERG00125_0101_SUPERCONTIG,I27428,L212_MERG00292_0101_SUPERCONTIG,I27436,96.05,531,21,0,178,708,825,1,531,531,0.0,99.469
,Eurytoma,Masneroma,L212_MERG00165_0101_SUPERCONTIG,I8160,L212_MERG00166_0101_SUPERCONTIG,I24015,96.92,778,21,2,19,793,793,1,778,841,0.0,99.222
,Masneroma,Eurytoma,L212_MERG00166_0101_SUPERCONTIG,I24015,L212_MERG00165_0101_SUPERCONTIG,I8160,96.92,778,21,2,1,778,841,19,793,793,0.0,99.222
,Omphalodipara,Zeala,L212_MERG00268_0101_SUPERCONTIG,I28973,L212_MERG00269_0101_SUPERCONTIG,I27457,95.42,851,28,5,69,911,1043,1,848,848,0.0,99.149
,Zeala,Omphalodipara,L212_MERG00269_0101_SUPERCONTIG,I27457,L212_MERG00268_0101_SUPERCONTIG,I28973,95.42,851,28,5,1,848,848,69,911,1043,0.0,99.149
,Peckianus,Hemiptarsenus,L212_MERG00292_0101_SUPERCONTIG,I27436,L212_MERG00125_0101_SUPERCONTIG,I27428,96.05,531,21,0,1,531,531,178,708,825,0.0,99.469
,Macromesus,Marlattiella,L212_MERG00303_0101_SUPERCONTIG,I27403,L212_MERG00021_0101_SUPERCONTIG,I27419,100.00,369,0,0,188,556,826,1,369,369,0.0,99.631
,Hemiptarsenus,Peckianus,L213_MERG00125_0101_SUPERCONTIG,I27428,L213_MERG00292_0101_SUPERCONTIG,I27436,99.79,480,1,0,211,690,880,1,480,481,0.0,99.52
,Peckianus,Hemiptarsenus,L213_MERG00292_0101_SUPERCONTIG,I27436,L213_MERG00125_0101_SUPERCONTIG,I27428,99.79,480,1,0,1,480,481,211,690,880,0.0,99.52
,Micradelus,Brachyelatus,L213_MERG00297_0101_SUPERCONTIG,I26404,L213_MERG00211_0101_SUPERCONTIG,I21672,95.08,61,3,0,728,788,788,1224,1284,1410,1.00E-21,99.939
,Aeschylia,Brachyscelidiphaga,L213_MERG00310_0101_SUPERCONTIG,I26443,L213_MERG00314_0101_SUPERCONTIG,I27454,99.59,732,2,1,222,952,1010,1,732,732,0.0,99.268
,Brachyscelidiphaga,Aeschylia,L213_MERG00314_0101_SUPERCONTIG,I27454,L213_MERG00310_0101_SUPERCONTIG,I26443,99.59,732,2,1,1,732,732,222,952,1010,0.0,99.268
,Colocharis,Kapala,L214_MERG00097_0101_SUPERCONTIG,I12647,L214_MERG00099_0101_SUPERCONTIG,I12623,96.41,1031,35,1,1,1029,1029,33,1063,1238,0.0,98.969
,Colocharis,Kapala,L214_MERG00097_0101_SUPERCONTIG,I12647,L214_MERG00099_0101_SUPERCONTIG,I12623,98.70,77,1,0,387,463,1029,1162,1238,1238,8.00E-34,99.923
,Kapala,Colocharis,L214_MERG00099_0101_SUPERCONTIG,I12623,L214_MERG00097_0101_SUPERCONTIG,I12647,96.41,1031,35,1,33,1063,1238,1,1029,1029,0.0,98.969
,Kapala,Colocharis,L214_MERG00099_0101_SUPERCONTIG,I12623,L214_MERG00097_0101_SUPERCONTIG,I12647,98.70,77,1,0,1162,1238,1238,387,463,1029,1.00E-33,99.923
,Australosema,Orasema,L214_MERG00106_0101_SUPERCONTIG,I12626,L214_MERG00108_0101_SUPERCONTIG,I21723,95.83,72,3,0,6,77,690,660,731,1157,7.00E-28,99.928
,Eurytoma,Masneroma,L214_MERG00165_0101_SUPERCONTIG,I8160,L214_MERG00166_0101_SUPERCONTIG,I24015,95.07,568,28,0,1,568,568,52,619,704,0.0,99.432
,Masneroma,Eurytoma,L214_MERG00166_0101_SUPERCONTIG,I24015,L214_MERG00165_0101_SUPERCONTIG,I8160,95.07,568,28,0,52,619,704,1,568,568,0.0,99.432
,Aeschylia,Brachyscelidiphaga,L214_MERG00310_0101_SUPERCONTIG,I26443,L214_MERG00314_0101_SUPERCONTIG,I27454,97.88,660,10,1,244,903,1192,1,656,656,0.0,99.34
,Brachyscelidiphaga,Aeschylia,L214_MERG00314_0101_SUPERCONTIG,I27454,L214_MERG00310_0101_SUPERCONTIG,I26443,97.88,660,10,1,1,656,656,244,903,1192,0.0,99.34
,Australosema,Orasema,L215_MERG00106_0101_SUPERCONTIG,I12626,L215_MERG00108_0101_SUPERCONTIG,I21723,96.49,114,4,0,1,114,705,235,348,1610,2.00E-49,99.886
,Euderomphale,Schizaspidia,L215_MERG00111_0101_SUPERCONTIG,I26463,L215_MERG00103_0101_SUPERCONTIG,I16352,97.45,314,8,0,1,314,314,226,539,760,2.00E-154,99.686
,Aiolomorphus,Tetramesa,L215_MERG00161_0101_SUPERCONTIG,I21923,L215_MERG00169_0101_SUPERCONTIG,I21916,96.20,685,22,2,3,687,822,22,702,709,0.0,99.315
,Tetramesa,Aiolomorphus,L215_MERG00169_0101_SUPERCONTIG,I21916,L215_MERG00161_0101_SUPERCONTIG,I21923,96.20,685,22,2,22,702,709,3,687,822,0.0,99.315
,Aeschylia,Brachyscelidiphaga,L215_MERG00310_0101_SUPERCONTIG,I26443,L215_MERG00314_0101_SUPERCONTIG,I27454,96.96,527,9,7,56,577,623,1,525,525,0.0,99.473
,Brachyscelidiphaga,Aeschylia,L215_MERG00314_0101_SUPERCONTIG,I27454,L215_MERG00310_0101_SUPERCONTIG,I26443,96.96,527,9,7,1,525,525,56,577,623,0.0,99.473
,Pteroptrix,Zealoromma,L216_MERG00050_0101_SUPERCONTIG,I27438,L216_MERG00417_0101_SUPERCONTIG,I27404,100.00,519,0,0,103,621,909,1,519,519,0.0,99.481
,Colocharis,Kapala,L216_MERG00097_0101_SUPERCONTIG,I12647,L216_MERG00099_0101_SUPERCONTIG,I12623,96.50,686,23,1,1,685,685,90,775,1166,0.0,99.314
,Tetramesa,Aiolomorphus,L216_MERG00169_0101_SUPERCONTIG,I21916,L216_MERG00161_0101_SUPERCONTIG,I21923,95.05,828,39,1,1,826,826,293,1120,1202,0.0,99.172
,Omphalodipara,Zeala,L216_MERG00268_0101_SUPERCONTIG,I28973,L216_MERG00269_0101_SUPERCONTIG,I27457,96.20,789,30,0,135,923,923,1,789,1038,0.0,99.211
,Zeala,Omphalodipara,L216_MERG00269_0101_SUPERCONTIG,I27457,L216_MERG00268_0101_SUPERCONTIG,I28973,96.20,789,30,0,1,789,1038,135,923,923,0.0,99.211
,Aeschylia,Brachyscelidiphaga,L216_MERG00310_0101_SUPERCONTIG,I26443,L216_MERG00314_0101_SUPERCONTIG,I27454,98.33,959,16,0,234,1192,1388,1,959,959,0.0,99.041
,Brachyscelidiphaga,Aeschylia,L216_MERG00314_0101_SUPERCONTIG,I27454,L216_MERG00310_0101_SUPERCONTIG,I26443,98.33,959,16,0,1,959,959,234,1192,1388,0.0,99.041
,Tanaostigma,Tanaostigmodes,L216_MERG00362_0101_SUPERCONTIG,I8171,L216_MERG00363_0101_SUPERCONTIG,I23223,100.00,499,0,0,1,499,499,589,1087,1188,0.0,99.501
,Tanaostigmodes,Tanaostigma,L216_MERG00363_0101_SUPERCONTIG,I23223,L216_MERG00362_0101_SUPERCONTIG,I8171,100.00,499,0,0,589,1087,1188,1,499,499,0.0,99.501
,Zealoromma,Pteroptrix,L216_MERG00417_0101_SUPERCONTIG,I27404,L216_MERG00050_0101_SUPERCONTIG,I27438,100.00,519,0,0,1,519,519,103,621,909,0.0,99.481
,Colocharis,Kapala,L217_MERG00097_0101_SUPERCONTIG,I12647,L217_MERG00099_0101_SUPERCONTIG,I12623,95.41,632,28,1,1,631,1076,547,1178,1233,0.0,99.368
,Colocharis,Kapala,L217_MERG00097_0101_SUPERCONTIG,I12647,L217_MERG00099_0101_SUPERCONTIG,I12623,96.30,459,16,1,619,1076,1076,165,623,1233,0.0,99.541
,Pseudometagea,Kapala,L217_MERG00101_0101_SUPERCONTIG,I21631,L217_MERG00099_0101_SUPERCONTIG,I12623,98.65,74,1,0,1099,1172,1175,619,692,1233,4.00E-32,99.926
,Aditrochus,Plastobelyta,L217_MERG00309_0101_SUPERCONTIG,I21665,L217_MERG00319_0101_SUPERCONTIG,I27434,95.28,233,11,0,1,233,525,200,432,644,4.00E-104,99.767
,Aeschylia,Brachyscelidiphaga,L217_MERG00310_0101_SUPERCONTIG,I26443,L217_MERG00314_0101_SUPERCONTIG,I27454,98.04,713,14,0,174,886,910,1,713,713,0.0,99.287
,Brachyscelidiphaga,Aeschylia,L217_MERG00314_0101_SUPERCONTIG,I27454,L217_MERG00310_0101_SUPERCONTIG,I26443,98.04,713,14,0,1,713,713,174,886,910,0.0,99.287
,Zavoya,Spalangiopelta,L218_MERG00073_0101_SUPERCONTIG,I27422,L218_MERG00235_0101_SUPERCONTIG,I27406,99.32,294,2,0,1,294,294,239,532,724,3.00E-153,99.706
,Aeschylia,Brachyscelidiphaga,L218_MERG00310_0101_SUPERCONTIG,I26443,L218_MERG00314_0101_SUPERCONTIG,I27454,99.34,762,5,0,42,803,803,1,762,764,0.0,99.238
,Brachyscelidiphaga,Aeschylia,L218_MERG00314_0101_SUPERCONTIG,I27454,L218_MERG00310_0101_SUPERCONTIG,I26443,99.34,762,5,0,1,762,764,42,803,803,0.0,99.238
,Zaischnopsis,Anastatus,L219_MERG00152_0101_SUPERCONTIG,I24011,L219_MERG00145_0101_SUPERCONTIG,I21958,96.09,128,5,0,697,824,824,743,870,1064,2.00E-55,99.872
,Aiolomorphus,Tetramesa,L219_MERG00161_0101_SUPERCONTIG,I21923,L219_MERG00169_0101_SUPERCONTIG,I21916,95.09,835,39,2,9,843,843,41,873,916,0.0,99.165
,Aeschylia,Brachyscelidiphaga,L219_MERG00310_0101_SUPERCONTIG,I26443,L219_MERG00314_0101_SUPERCONTIG,I27454,99.35,770,5,0,69,838,984,1,770,770,0.0,99.23
,Brachyscelidiphaga,Aeschylia,L219_MERG00314_0101_SUPERCONTIG,I27454,L219_MERG00310_0101_SUPERCONTIG,I26443,99.35,770,5,0,1,770,770,69,838,984,0.0,99.23
,Tanaostigma,Tanaostigmodes,L219_MERG00362_0101_SUPERCONTIG,I8171,L219_MERG00363_0101_SUPERCONTIG,I23223,100.00,627,0,0,1,627,627,266,892,1253,0.0,99.373
,Tanaostigmodes,Tanaostigma,L219_MERG00363_0101_SUPERCONTIG,I23223,L219_MERG00362_0101_SUPERCONTIG,I8171,100.00,627,0,0,266,892,1253,1,627,627,0.0,99.373
,Encarsia,Keirana,L220_MERG00042_0101_SUPERCONTIG,I27421,L220_MERG00299_0101_SUPERCONTIG,I27453,99.69,322,1,0,1,322,322,129,450,626,2.00E-170,99.678
,Colocharis,Kapala,L220_MERG00097_0101_SUPERCONTIG,I12647,L220_MERG00099_0101_SUPERCONTIG,I12623,97.80,727,16,0,1,727,727,5,731,885,0.0,99.273
,Kapala,Colocharis,L220_MERG00099_0101_SUPERCONTIG,I12623,L220_MERG00097_0101_SUPERCONTIG,I12647,97.80,727,16,0,5,731,885,1,727,727,0.0,99.273
,Burksilampus,Steffanolampus,L220_MERG00214_0101_SUPERCONTIG,I16362,L220_MERG00221_0101_SUPERCONTIG,I16359,95.31,704,33,0,1,704,708,199,902,908,0.0,99.296
,Keirana,Encarsia,L220_MERG00299_0101_SUPERCONTIG,I27453,L220_MERG00042_0101_SUPERCONTIG,I27421,99.69,322,1,0,129,450,626,1,322,322,3.00E-170,99.678
,Aeschylia,Brachyscelidiphaga,L220_MERG00310_0101_SUPERCONTIG,I26443,L220_MERG00314_0101_SUPERCONTIG,I27454,99.01,607,6,0,233,839,908,1,607,607,0.0,99.393
,Brachyscelidiphaga,Aeschylia,L220_MERG00314_0101_SUPERCONTIG,I27454,L220_MERG00310_0101_SUPERCONTIG,I26443,99.01,607,6,0,1,607,607,233,839,908,0.0,99.393
,Tanaostigma,Tanaostigmodes,L221_MERG00362_0101_SUPERCONTIG,I8171,L221_MERG00363_0101_SUPERCONTIG,I23223,100.00,1052,0,0,2,1053,1053,86,1137,1918,0.0,98.948
,Tetrapus,Rivasia,L223_MERG00012_0101_SUPERCONTIG,I23219,L223_MERG00320_0101_SUPERCONTIG,I27435,95.16,62,3,0,1048,1109,1114,902,963,1053,5.00E-22,99.938
,Colocharis,Kapala,L223_MERG00097_0101_SUPERCONTIG,I12647,L223_MERG00099_0101_SUPERCONTIG,I12623,95.69,1161,50,0,124,1284,1359,1,1161,1888,0.0,98.839
,Colocharis,Kapala,L223_MERG00097_0101_SUPERCONTIG,I12647,L223_MERG00099_0101_SUPERCONTIG,I12623,100.00,77,0,0,830,906,1359,1812,1888,1888,3.00E-35,99.923
,Colocharis,Kapala,L223_MERG00097_0101_SUPERCONTIG,I12647,L223_MERG00099_0101_SUPERCONTIG,I12623,98.70,77,1,0,1283,1359,1359,723,799,1888,1.00E-33,99.923
,Colocharis,Kapala,L223_MERG00097_0101_SUPERCONTIG,I12647,L223_MERG00099_0101_SUPERCONTIG,I12623,97.40,77,2,0,1,77,1359,463,539,1888,7.00E-32,99.923
,Colocharis,Kapala,L223_MERG00097_0101_SUPERCONTIG,I12647,L223_MERG00099_0101_SUPERCONTIG,I12623,100.00,61,0,0,1283,1343,1359,1828,1888,1888,2.00E-26,99.939
,Kapala,Colocharis,L223_MERG00099_0101_SUPERCONTIG,I12623,L223_MERG00097_0101_SUPERCONTIG,I12647,95.69,1161,50,0,1,1161,1888,124,1284,1359,0.0,98.839
,Kapala,Colocharis,L223_MERG00099_0101_SUPERCONTIG,I12623,L223_MERG00097_0101_SUPERCONTIG,I12647,100.00,77,0,0,1812,1888,1888,830,906,1359,4.00E-35,99.923
,Kapala,Colocharis,L223_MERG00099_0101_SUPERCONTIG,I12623,L223_MERG00097_0101_SUPERCONTIG,I12647,98.70,77,1,0,723,799,1888,1283,1359,1359,2.00E-33,99.923
,Kapala,Colocharis,L223_MERG00099_0101_SUPERCONTIG,I12623,L223_MERG00097_0101_SUPERCONTIG,I12647,97.40,77,2,0,463,539,1888,1,77,1359,9.00E-32,99.923
,Kapala,Colocharis,L223_MERG00099_0101_SUPERCONTIG,I12623,L223_MERG00097_0101_SUPERCONTIG,I12647,100.00,61,0,0,1828,1888,1888,1283,1343,1359,3.00E-26,99.939
,Neolosbanus,Colocharis,L223_MERG00100_0101_SUPERCONTIG,I8140,L223_MERG00097_0101_SUPERCONTIG,I12647,96.05,76,3,0,435,510,1139,2,77,1359,9.00E-30,99.924
,Psilocharis,Kapala,L223_MERG00102_0101_SUPERCONTIG,I12648,L223_MERG00099_0101_SUPERCONTIG,I12623,97.30,74,2,0,609,682,1104,1814,1887,1888,2.00E-30,99.926
,Schizaspidia,Kapala,L223_MERG00103_0101_SUPERCONTIG,I16352,L223_MERG00099_0101_SUPERCONTIG,I12623,97.33,75,2,0,732,806,890,1814,1888,1888,6.00E-31,99.925
,Leiosema,Orasema,L223_MERG00107_0101_SUPERCONTIG,I16357,L223_MERG00108_0101_SUPERCONTIG,I21723,97.40,77,2,0,1,77,1425,679,755,1535,7.00E-32,99.923
,Eurytoma,Masneroma,L223_MERG00165_0101_SUPERCONTIG,I8160,L223_MERG00166_0101_SUPERCONTIG,I24015,95.09,916,32,6,2,908,945,26,937,937,0.0,99.084
,Masneroma,Eurytoma,L223_MERG00166_0101_SUPERCONTIG,I24015,L223_MERG00165_0101_SUPERCONTIG,I8160,95.09,916,32,6,26,937,937,2,908,945,0.0,99.084
,Cerocephala,Neocalosoter,L223_MERG00236_0101_SUPERCONTIG,I27442,L223_MERG00237_0101_SUPERCONTIG,I26458,96.67,180,6,0,853,1032,1032,982,1161,1536,1.00E-82,99.82
,Ditropinotella,Metapelma,L223_MERG00275_0101_SUPERCONTIG,I21947,L223_MERG00156_0101_SUPERCONTIG,I24012,96.19,105,4,0,631,735,735,817,921,969,2.00E-44,99.895
,Aeschylia,Brachyscelidiphaga,L223_MERG00310_0101_SUPERCONTIG,I26443,L223_MERG00314_0101_SUPERCONTIG,I27454,99.67,921,3,0,236,1156,1370,1,921,921,0.0,99.079
,Brachyscelidiphaga,Aeschylia,L223_MERG00314_0101_SUPERCONTIG,I27454,L223_MERG00310_0101_SUPERCONTIG,I26443,99.67,921,3,0,1,921,921,236,1156,1370,0.0,99.079
,Tanaostigma,Tanaostigmodes,L223_MERG00362_0101_SUPERCONTIG,I8171,L223_MERG00363_0101_SUPERCONTIG,I23223,99.87,746,1,0,1,746,746,261,1006,1037,0.0,99.254
,Tanaostigmodes,Tanaostigma,L223_MERG00363_0101_SUPERCONTIG,I23223,L223_MERG00362_0101_SUPERCONTIG,I8171,99.87,746,1,0,261,1006,1037,1,746,746,0.0,99.254
,Colocharis,Kapala,L224_MERG00097_0101_SUPERCONTIG,I12647,L224_MERG00099_0101_SUPERCONTIG,I12623,96.73,367,12,0,1,367,367,107,473,618,5.00E-177,99.633
,Australosema,Orasema,L224_MERG00106_0101_SUPERCONTIG,I12626,L224_MERG00108_0101_SUPERCONTIG,I21723,96.43,224,8,0,1,224,224,572,795,1558,2.00E-104,99.776
,Burksilampus,Steffanolampus,L224_MERG00214_0101_SUPERCONTIG,I16362,L224_MERG00221_0101_SUPERCONTIG,I16359,95.37,951,42,1,4,954,956,4,952,1004,0.0,99.049
,Perilampus,Steffanolampus,L224_MERG00220_0101_SUPERCONTIG,I12630,L224_MERG00221_0101_SUPERCONTIG,I16359,96.59,998,31,2,7,1003,1109,9,1004,1004,0.0,99.002
,Steffanolampus,Perilampus,L224_MERG00221_0101_SUPERCONTIG,I16359,L224_MERG00220_0101_SUPERCONTIG,I12630,96.59,998,31,2,9,1004,1004,7,1003,1109,0.0,99.002
,Aditrochus,Plastobelyta,L224_MERG00309_0101_SUPERCONTIG,I21665,L224_MERG00319_0101_SUPERCONTIG,I27434,96.25,613,22,1,127,739,1026,98,709,709,0.0,99.387
,Aeschylia,Brachyscelidiphaga,L224_MERG00310_0101_SUPERCONTIG,I26443,L224_MERG00314_0101_SUPERCONTIG,I27454,99.63,810,3,0,1,810,1145,24,833,833,0.0,99.19
